stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1753,1753,Maryland @ Mesquite (S),,36.170666,-115.130031,,,,,,0
1755,1755,Maryland @ Oakey (S),,36.15068,-115.137161,,,,,,0
1756,1756,Maryland @ Rawhide (N),,36.089637,-115.136731,,,,,,0
1758,1758,Maryland @ Reno (N),,36.097941,-115.136724,,,,,,0
1759,1759,Maryland @ Reno (S),,36.096879,-115.137019,,,,,,0
1760,1760,Maryland @ Rochelle (N),,36.111515,-115.137519,,,,,,0
1762,1762,Maryland @ Sagman (W),,36.178337,-115.127627,,,,,,0
1763,1763,Maryland @ Sahara (N),,36.144903,-115.1369,,,,,,0
1764,1764,Maryland @ Sahara (S),,36.143044,-115.13706,,,,,,0
1766,1766,Maryland @ Desert Inn (N),,36.1291,-115.136805,,,,,,0
1767,1767,Maryland @ Sierra Vista (S),,36.126491,-115.137255,,,,,,0
1768,1768,Maryland @ Sierra Vista (N),,36.126055,-115.137009,,,,,,0
1769,1769,Maryland @ St Louis (S),,36.147454,-115.137168,,,,,,0
1770,1770,13th @ Stewart (N),,36.168532,-115.129708,,,,,,0
1771,1771,Maryland @ Ogden (S),,36.167427,-115.131697,,,,,,0
1772,1772,Maryland @ Desert Inn (S),,36.132388,-115.137021,,,,,,0
1773,1773,Maryland @ Sunrise Hospital (N),,36.132146,-115.136759,,,,,,0
1774,1774,Maryland @ Tropicana (N),,36.100458,-115.136732,,,,,,0
1775,1775,Maryland @ Tropicana (S),,36.099884,-115.137072,,,,,,0
1776,1776,Maryland @ Twain (N),,36.122648,-115.137218,,,,,,0
1777,1777,Maryland @ Twain (S),,36.12151,-115.137614,,,,,,0
1778,1778,Maryland @ University (N),,36.104918,-115.137035,,,,,,0
1779,1779,Maryland @ University (S),,36.103468,-115.137225,,,,,,0
1780,1780,Maryland @ Vegas Valley (N),,36.137826,-115.136756,,,,,,0
1781,1781,Maryland @ Vegas Valley (S),,36.136694,-115.137022,,,,,,0
1783,1783,Maryland @ Wilson (W),,36.176537,-115.13078,,,,,,0
1785,1785,McCarran Airport @ McCarran Airport (N),,36.085359,-115.147959,,,,,,0
1788,1788,McLeod @ Desert Inn (N),,36.13049,-115.109619,,,,,,0
1789,1789,McLeod @ Holly Hill (S),,36.147153,-115.109992,,,,,,0
1790,1790,McLeod @ Sahara (N),,36.143117,-115.10979,,,,,,0
1791,1791,McLeod @ Karen (S),,36.140154,-115.109983,,,,,,0
1792,1792,McLeod @ Palora (N),,36.133169,-115.109658,,,,,,0
1793,1793,McLeod @ Sahara (N),,36.144739,-115.10983,,,,,,0
1794,1794,McLeod @ Sahara (S),,36.143524,-115.110001,,,,,,0
1795,1795,McLeod @ Scarlet Oak (N),,36.147638,-115.109837,,,,,,0
1796,1796,McLeod @ Schaffer (S),,36.132876,-115.10992,,,,,,0
1797,1797,McLeod @ Hebard (N),,36.138376,-115.10977,,,,,,0
1798,1798,McLeod @ Vegas Valley (S),,36.136666,-115.109931,,,,,,0
1799,1799,Meadows @ Decatur (W),,36.170275,-115.201612,,,,,,0
1800,1800,Meadows @ Valley View (W),MEADOWS LA,36.17024,-115.196976,,,,,,0
1801,1801,Meadows @ Decatur (E),,36.169997,-115.205067,,,,,,0
1819,1819,Tropicana @ Andover (W),,36.100609,-115.054369,,,,,,0
1820,1820,Stephanie @ Tropicana (S),,36.101039,-115.046389,,,,,,0
1821,1821,Mohawk @ Lake Mead (S),,36.062159,-114.96156,,,,,,0
1835,1835,Nellis @ Gowan (N),,36.22661,-115.06201,,,,,,0
1836,1836,Nellis @ Bonanza (S),,36.170627,-115.062309,,,,,,0
1837,1837,Nellis @ Las Vegas (N),,36.233447,-115.061998,,,,,,0
1838,1838,Nellis @ 3909 N. Nellis (S),,36.231767,-115.062338,,,,,,0
1839,1839,Nellis @ Alto (N),,36.211697,-115.06207,,,,,,0
1840,1840,Nellis @ Alto (S),,36.21025,-115.0624,,,,,,0
1841,1841,Nellis @ Baltimore (N),,36.147399,-115.06529,,,,,,0
1842,1842,Nellis @ Baltimore (S),,36.146748,-115.06564,,,,,,0
1843,1843,Nellis @ Bel Port (N),,36.162913,-115.062062,,,,,,0
1844,1844,Nellis @ Sun Valley (S),,36.104271,-115.064288,,,,,,0
1847,1847,Nellis @ Bonanza (N),,36.174998,-115.062037,,,,,,0
1848,1848,Nellis @ Bonanza (S),,36.17359,-115.062303,,,,,,0
1849,1849,Nellis @ Boulder (N),,36.114277,-115.064527,,,,,,0
1850,1850,Nellis @ Boulder (S),,36.11231,-115.06474,,,,,,0
1851,1851,Nellis @ Las Vegas RV Resort (N),,36.118468,-115.06472,,,,,,0
1852,1852,Nellis @ Flamingo (S),,36.118128,-115.065039,,,,,,0
1853,1853,Nellis @ Carey (N),,36.20418,-115.06203,,,,,,0
1854,1854,Nellis @ Carey (S),,36.202839,-115.062349,,,,,,0
1855,1855,Nellis @ Cecile (N),,36.21489,-115.06205,,,,,,0
1856,1856,Nellis @ Cecile (S),,36.214329,-115.062388,,,,,,0
1857,1857,Nellis @ Charleston (N),,36.15952,-115.062163,,,,,,0
1858,1858,Nellis @ Charleston (S),,36.158356,-115.062452,,,,,,0
1859,1859,Nellis @ Cheyenne (N),,36.2191,-115.06203,,,,,,0
1860,1860,Nellis @ Cheyenne (S),,36.21758,-115.062369,,,,,,0
1861,1861,Nellis @ Chicago (S),,36.150118,-115.065607,,,,,,0
1862,1862,Nellis @ Desert Inn (N),,36.130407,-115.065199,,,,,,0
1863,1863,Nellis @ Desert Inn (S),,36.12916,-115.065509,,,,,,0
1864,1864,Nellis @ Desert Winds Mobile Park (S),,36.22942,-115.062338,,,,,,0
1865,1865,Nellis @ I (N),,36.229467,-115.061998,,,,,,0
1866,1866,Nellis @ Dunes Circle (N),,36.221357,-115.062018,,,,,,0
1868,1868,Nellis @ Vegas Valley (S),,36.139897,-115.06568,,,,,,0
1869,1869,Nellis @ Flamingo (S),,36.11596,-115.06496,,,,,,0
1871,1871,Nellis @ Gowan (S),,36.224827,-115.062349,,,,,,0
1872,1872,Nellis @ Happy Valley (N),,36.134008,-115.065335,,,,,,0
1873,1873,Nellis @ Happy Valley (S),,36.132897,-115.06562,,,,,,0
1874,1874,Nellis @ Harmon (N),,36.108,-115.064227,,,,,,0
1875,1875,Nellis @ Harris (N),,36.17852,-115.06203,,,,,,0
1876,1876,Nellis @ Harris (S),,36.17712,-115.06236,,,,,,0
1877,1877,Nellis @ Judson (N),,36.200339,-115.06201,,,,,,0
1878,1878,Nellis @ Judson (S),,36.199588,-115.062338,,,,,,0
1879,1879,Nellis @ Kell (N),,36.192978,-115.062018,,,,,,0
1880,1880,Nellis @ Kell (S),,36.191859,-115.06236,,,,,,0
1881,1881,Nellis @ Las Vegas (N),,36.237081,-115.062011,,,,,,0
1882,1882,Nellis @ Las Vegas (S),,36.234839,-115.062338,,,,,,0
1883,1883,Nellis @ Lake Mead (N),,36.196639,-115.06201,,,,,,0
1884,1884,Nellis @ Lake Mead (S),,36.195567,-115.062286,,,,,,0
1885,1885,Nellis @ Monroe (N),,36.185409,-115.062037,,,,,,0
1886,1886,Nellis @ Monroe (S),,36.18453,-115.062369,,,,,,0
1887,1887,Nellis @ Tyndall (N),,36.223677,-115.06201,,,,,,0
1888,1888,Nellis @ Cheyenne (S),,36.222038,-115.062309,,,,,,0
1889,1889,Nellis @ New World (N),,36.150268,-115.06525,,,,,,0
1890,1890,Nellis @ Owens (N),,36.189591,-115.062055,,,,,,0
1891,1891,Nellis @ Owens (S),,36.188441,-115.062328,,,,,,0
1892,1892,Nellis @ Pancho Villa (S),,36.109389,-115.064597,,,,,,0
1894,1894,Nellis @ Sahara (N),,36.144967,-115.065305,,,,,,0
1895,1895,Nellis @ Sahara (S),,36.143751,-115.065621,,,,,,0
1896,1896,Nellis @ Silverado Dr (S),,36.094868,-115.064147,,,,,,0
1897,1897,Nellis @ Spyglass Hill (N),,36.142,-115.065337,,,,,,0
1898,1898,Nellis @ Charleston (S),,36.161909,-115.062408,,,,,,0
1899,1899,Nellis @ Stewart (N),,36.167202,-115.061925,,,,,,0
1900,1900,Nellis @ Stewart (S),,36.165815,-115.062249,,,,,,0
1901,1901,Nellis @ Sun Valley (N),,36.105119,-115.06412,,,,,,0
1902,1902,Nellis @ Tropicana (N),,36.101108,-115.063848,,,,,,0
1903,1903,Nellis @ Tropicana (S),,36.099733,-115.064076,,,,,,0
1904,1904,Nellis @ Twain (N),,36.122798,-115.06494,,,,,,0
1905,1905,Nellis @ Twain (S),,36.12171,-115.06523,,,,,,0
1906,1906,Nellis @ Vegas Valley (N),,36.13789,-115.065376,,,,,,0
1907,1907,Nellis @ Vegas Valley (S),,36.13636,-115.06572,,,,,,0
1908,1908,Nellis @ Vista Flora (N),,36.126629,-115.06509,,,,,,0
1909,1909,Nellis @ Vista Flora (S),,36.12589,-115.06539,,,,,,0
1911,1911,Nellis @ Washington (N),,36.182191,-115.062052,,,,,,0
1912,1912,Nellis @ Washington (S),,36.180697,-115.062319,,,,,,0
1913,1913,Nellis @ Winterwood (N),,36.154239,-115.06357,,,,,,0
1915,1915,Nevada @ Elm (W),,35.97399,-114.842619,,,,,,0
1916,1916,Nevada @ Gingerwood (E),,35.968297,-114.860318,,,,,,0
1917,1917,Nevada @ Gingerwood (W),,35.968648,-114.861109,,,,,,0
1918,1918,Nevada @ Birch (W),,35.975609,-114.839727,,,,,,0
1975,1975,Harrison @ D (E),,36.187988,-115.146738,,,,,,0
1976,1976,Owens @ D (W),,36.188549,-115.148098,,,,,,0
1978,1978,Owens @ H (W),,36.188537,-115.153109,,,,,,0
1979,1979,Owens @ H (E),,36.188289,-115.15252,,,,,,0
1980,1980,Owens @ J (E),,36.188318,-115.155839,,,,,,0
1981,1981,Owens @ J (W),,36.188579,-115.156958,,,,,,0
1982,1982,Owens @ N (E),,36.188338,-115.159647,,,,,,0
1983,1983,Owens @ 21st (E),,36.188358,-115.119909,,,,,,0
1984,1984,Owens @ Lamb (E),,36.188358,-115.075497,,,,,,0
1985,1985,Owens @ Arthur (E),,36.188269,-115.110617,,,,,,0
1989,1989,Owens @ Bruce (E),,36.188338,-115.124387,,,,,,0
1990,1990,Owens @ Bruce (W),,36.188549,-115.12571,,,,,,0
1993,1993,Owens @ Civic Center (W),,36.188588,-115.116567,,,,,,0
1994,1994,Owens @ Davis (E),,36.188338,-115.137588,,,,,,0
1995,1995,Owens @ Davis (W),,36.188579,-115.138198,,,,,,0
1997,1997,Owens @ Eastern (E),,36.188384,-115.114902,,,,,,0
1998,1998,Owens @ Vegasgreen (E),,36.188318,-115.082888,,,,,,0
1999,1999,Owens @ Walnut (W),,36.18849,-115.088069,,,,,,0
2002,2002,Owens @ Hoover (E),,36.188329,-115.127567,,,,,,0
2003,2003,Owens @ Hoover (W),,36.188537,-115.128677,,,,,,0
2004,2004,Owens @ Las Vegas (E),,36.188347,-115.134422,,,,,,0
2005,2005,Owens @ Las Vegas (W),,36.188529,-115.13468,,,,,,0
2006,2006,Owens @ Lamb (E),,36.188378,-115.078737,,,,,,0
2007,2007,Owens @ Lamont (W),,36.188748,-115.06716,,,,,,0
2012,2012,Owens @ Marion (W),,36.188599,-115.071477,,,,,,0
2013,2013,Owens @ Nellis (E),,36.188537,-115.066488,,,,,,0
2014,2014,Owens @ McDaniels (W),,36.188568,-115.120347,,,,,,0
2015,2015,Owens @ Mojave (E),,36.188189,-115.106468,,,,,,0
2017,2017,Owens @ Nellis (W),,36.188958,-115.061179,,,,,,0
2019,2019,Owens @ Nellis (W),,36.188919,-115.06275,,,,,,0
2021,2021,Owens @ James (W),,36.188397,-115.106408,,,,,,0
2022,2022,Owens @ Palmer (E),,36.1881,-115.102229,,,,,,0
2023,2023,Owens @ Patricia (W),,36.18851,-115.112039,,,,,,0
2024,2024,Owens @ Pecos (E),,36.18802,-115.097759,,,,,,0
2025,2025,Owens @ Pecos (W),,36.188238,-115.099029,,,,,,0
2026,2026,Owens @ Sandhill (E),,36.188218,-115.088328,,,,,,0
2028,2028,Owens @ Stevens (W),,36.188397,-115.092769,,,,,,0
2029,2029,Owens @ Stevens (E),,36.188147,-115.091798,,,,,,0
2032,2032,Owens @ Thata (E),,36.188349,-115.071657,,,,,,0
2033,2033,Owens @ Lamb (W),,36.188619,-115.076865,,,,,,0
2043,2043,Palm @ Charleston (S),,36.158112,-115.101221,,,,,,0
2044,2044,Palm @ Olive (S),,36.154004,-115.101121,,,,,,0
2045,2045,Palm @ Olive (N),,36.154228,-115.100908,,,,,,0
2056,2056,Paradise @ Sahara (S),,36.144961,-115.154323,,,,,,0
2058,2058,Paradise @ Corporate (S),,36.117915,-115.155069,,,,,,0
2059,2059,Paradise @ Desert Inn (S),,36.128798,-115.154991,,,,,,0
2061,2061,Paradise @ Flamingo (S),,36.113658,-115.153908,,,,,,0
2062,2062,Paradise @ Gus Giuffre (S),,36.09718,-115.148821,,,,,,0
2063,2063,Paradise @ Harmon (S),,36.110145,-115.152867,,,,,,0
2064,2064,Paradise @ Harmon (S),,36.107581,-115.152036,,,,,,0
2065,2065,Paradise @ Naples (S),,36.105001,-115.151239,,,,,,0
2066,2066,Paradise @ Elvis Presley (S),,36.134836,-115.154977,,,,,,0
2067,2067,Paradise @ St Louis (N),,36.146218,-115.153301,,,,,,0
2069,2069,Paradise @ Sahara (S),,36.142296,-115.154935,,,,,,0
2070,2070,Paradise @ Sands (S),,36.120237,-115.155134,,,,,,0
2071,2071,Paradise @ Edison (S),,36.12535,-115.155064,,,,,,0
2072,2072,Paradise @ Tropicana (S),,36.102179,-115.150364,,,,,,0
2073,2073,Paradise @ Elvis Presley (S),,36.139033,-115.154926,,,,,,0
2078,2078,Patrick @ Caballo (W),,36.078378,-115.050963,,,,,,0
2079,2079,Patrick @ Stephanie (W),,36.078461,-115.045973,,,,,,0
2083,2083,Pecos @ Alto (S),,36.210404,-115.098628,,,,,,0
2085,2085,Pecos @ Stewart (N),,36.16532,-115.098058,,,,,,0
2086,2086,Pecos @ Bartlett (N),,36.200599,-115.098278,,,,,,0
2087,2087,Pecos @ Bartlett (S),,36.199961,-115.098543,,,,,,0
2089,2089,Pecos @ Bonanza (N),,36.174059,-115.098109,,,,,,0
2090,2090,Pecos @ Bonanza (S),,36.173027,-115.098416,,,,,,0
2091,2091,Pecos @ Carey (N),,36.203688,-115.098298,,,,,,0
2092,2092,Pecos @ Carey (S),,36.202855,-115.098564,,,,,,0
2093,2093,Pecos @ San Antonio (N),,36.206908,-115.098338,,,,,,0
2094,2094,Pecos @ Cartier (S),,36.20648,-115.0986,,,,,,0
2095,2095,Pecos @ Casey (S),,36.095295,-115.101165,,,,,,0
2096,2096,Pecos @ Charleston (N),,36.15933,-115.100908,,,,,,0
2097,2097,Pecos @ Aristos (S),,36.216871,-115.098703,,,,,,0
2098,2098,Pecos @ Colton (S),,36.220779,-115.098728,,,,,,0
2099,2099,Pecos @ Cedar Drainage Trail (N),,36.170072,-115.098079,,,,,,0
2100,2100,Pecos @ Cedar Drainage Trail (S),,36.169544,-115.098365,,,,,,0
2101,2101,Pecos @ Flamingo (N),,36.114447,-115.100709,,,,,,0
2105,2105,Pecos @ Geist (N),,36.212658,-115.098369,,,,,,0
2106,2106,Pecos @ Gowan (S),,36.224352,-115.098793,,,,,,0
2107,2107,Pecos @ Hacienda (N),,36.094239,-115.100859,,,,,,0
2108,2108,Pecos @ Hacienda (S),,36.092778,-115.101153,,,,,,0
2109,2109,Pecos @ Harmon (N),,36.10833,-115.100569,,,,,,0
2110,2110,Pecos @ Harmon (S),,36.10715,-115.100853,,,,,,0
2111,2111,Pecos @ Las Vegas (N),,36.21532,-115.098408,,,,,,0
2112,2112,Pecos @ Lake Mead (N),,36.196539,-115.098249,,,,,,0
2113,2113,Pecos @ Lake Mead (S),,36.19514,-115.098509,,,,,,0
2114,2114,Pecos @ Las Vegas (S),,36.213893,-115.098702,,,,,,0
2115,2115,Pecos @ Madama (N),,36.185316,-115.098169,,,,,,0
2116,2116,Pecos @ Milenko (S),,36.110366,-115.100904,,,,,,0
2117,2117,Pecos @ Mojave (N),,36.123377,-115.106327,,,,,,0
2118,2118,Pecos @ Owens (N),,36.18882,-115.098178,,,,,,0
2119,2119,Pecos @ Owens (S),,36.187657,-115.098483,,,,,,0
2120,2120,Pecos @ Brookfield (S),,36.090464,-115.101127,,,,,,0
2121,2121,Pecos @ Patrick (N),,36.079779,-115.1008,,,,,,0
2122,2122,Pecos @ Patrick (S),,36.078345,-115.101077,,,,,,0
2123,2123,Pecos @ Post (N),,36.076967,-115.100768,,,,,,0
2124,2124,Pecos @ Pepper (S),,36.07593,-115.101043,,,,,,0
2125,2125,Pecos @ Perliter (N),,36.19239,-115.098209,,,,,,0
2126,2126,Pecos @ Perliter (S),,36.192081,-115.098485,,,,,,0
2127,2127,Pecos @ Rawhide (N),,36.090349,-115.100839,,,,,,0
2128,2128,Pecos @ Reno (N),,36.097689,-115.100888,,,,,,0
2130,2130,Pecos @ Rochelle (N),,36.111765,-115.100683,,,,,,0
2131,2131,Pecos @ Russell (N),,36.087047,-115.10082,,,,,,0
2132,2132,Pecos @ Russell (S),,36.085605,-115.10111,,,,,,0
2133,2133,Pecos @ Charleston (N),,36.162477,-115.099049,,,,,,0
2134,2134,Pecos @ Stewart (S),,36.165675,-115.098341,,,,,,0
2135,2135,Pecos @ Sunrise (S),,36.161746,-115.100223,,,,,,0
2136,2136,Pecos @ Sunset (N),,36.07288,-115.1007,,,,,,0
2137,2137,Pecos @ Tompkins (N),,36.104549,-115.100689,,,,,,0
2138,2138,Pecos @ Tompkins (S),,36.103106,-115.101048,,,,,,0
2139,2139,Pecos @ Tropicana (N),,36.100669,-115.100879,,,,,,0
2140,2140,Pecos @ Tropicana (S),,36.099406,-115.101184,,,,,,0
2141,2141,Pecos @ Saddle (N),,36.117582,-115.100896,,,,,,0
2142,2142,Pecos @ Washington (N),,36.18135,-115.098138,,,,,,0
2143,2143,Pecos @ Washington (S),,36.180396,-115.098447,,,,,,0
2144,2144,Pecos McLeod Int @ Desert Inn (S),,36.128999,-115.109941,,,,,,0
2145,2145,Pecos @ McLeod (S),,36.124767,-115.108418,,,,,,0
2146,2146,Pecos @ Mojave (S),,36.12223,-115.105334,,,,,,0
2163,2163,Pueblo @ Concho (S),,36.050399,-114.959029,,,,,,0
2165,2165,Pueblo @ Kirk (S),,36.053348,-114.959009,,,,,,0
2178,2178,Rainbow @ Accent (S),,36.239584,-115.242358,,,,,,0
2179,2179,Rainbow @ Alexander (N),,36.233559,-115.242191,,,,,,0
2180,2180,Rainbow @ Alexander (S),,36.231903,-115.242427,,,,,,0
2181,2181,Rainbow @ Alta (N),,36.166941,-115.244102,,,,,,0
2182,2182,Rainbow @ Alta (S),,36.165939,-115.244469,,,,,,0
2183,2183,Rainbow @ Ann (S),,36.262566,-115.242527,,,,,,0
2185,2185,Rainbow @ Buckskin (N),,36.222372,-115.242199,,,,,,0
2186,2186,Rainbow @ Charleston (N),,36.159959,-115.243566,,,,,,0
2187,2187,Rainbow @ Charleston (S),,36.158408,-115.243867,,,,,,0
2188,2188,Rainbow @ Cheyenne (N),,36.218605,-115.242195,,,,,,0
2189,2189,Rainbow @ Cheyenne (S),,36.217347,-115.24243,,,,,,0
2190,2190,Rainbow @ Palmyra (S),,36.132773,-115.243137,,,,,,0
2192,2192,Rainbow @ Del Rey (N),,36.155811,-115.243344,,,,,,0
2193,2193,Rainbow @ Del Rey (S),,36.154912,-115.243678,,,,,,0
2194,2194,Rainbow @ Desert Inn (N),,36.130188,-115.242821,,,,,,0
2195,2195,Rainbow @ Desert Inn (S),,36.12884,-115.243163,,,,,,0
2196,2196,Rainbow @ Edna (N),,36.137494,-115.242768,,,,,,0
2197,2197,Rainbow @ Eldora (N),,36.141155,-115.242759,,,,,,0
2198,2198,Rainbow @ Endora (N),,36.118696,-115.242802,,,,,,0
2199,2199,Rainbow @ Endora (S),,36.117713,-115.243137,,,,,,0
2200,2200,Rainbow @ Flamingo (N),,36.115383,-115.242793,,,,,,0
2201,2201,Rainbow @ Flamingo (S),,36.113531,-115.243129,,,,,,0
2202,2202,Rainbow @ Gazelle (N),,36.193013,-115.242204,,,,,,0
2204,2204,Rainbow @ Gowan (N),,36.225985,-115.242213,,,,,,0
2207,2207,Rainbow @ Hacienda (S),,36.091797,-115.243102,,,,,,0
2208,2208,Rainbow @ Charleston (S),,36.161132,-115.244019,,,,,,0
2209,2209,Rainbow @ Alta (N),,36.163465,-115.24391,,,,,,0
2210,2210,Rainbow @ Lake Mead (N),,36.196526,-115.241887,,,,,,0
2211,2211,Rainbow @ Lake Mead (S),,36.194403,-115.242406,,,,,,0
2213,2213,Rainbow @ Light Breeze (N),,36.216703,-115.242193,,,,,,0
2214,2214,Rainbow @ Light Breeze (S),,36.215033,-115.242406,,,,,,0
2217,2217,Rainbow @ Obannon (S),,36.147311,-115.243281,,,,,,0
2218,2218,Rainbow @ Oakey (N),,36.148755,-115.242975,,,,,,0
2219,2219,Rainbow @ Oakey (N),,36.152405,-115.243163,,,,,,0
2220,2220,Rainbow @ Oakey (S),,36.150976,-115.243466,,,,,,0
2222,2222,Rainbow @ Palmyra (N),,36.133813,-115.242791,,,,,,0
2223,2223,Rainbow @ Peak (N),,36.211327,-115.242185,,,,,,0
2224,2224,Rainbow @ Peak (S),,36.210149,-115.242391,,,,,,0
2225,2225,Rainbow @ Red Coach (S),,36.243418,-115.242348,,,,,,0
2226,2226,Rainbow @ Riverdale (N),,36.230275,-115.242215,,,,,,0
2227,2227,Rainbow @ Riverdale (S),,36.229585,-115.242415,,,,,,0
2228,2228,Rainbow @ Sahara (N),,36.145465,-115.242798,,,,,,0
2229,2229,Rainbow @ Sahara (S),,36.14347,-115.24309,,,,,,0
2230,2230,Rainbow @ Silverstream (N),,36.179313,-115.242172,,,,,,0
2231,2231,Rainbow @ Smoke Ranch (N),,36.20407,-115.242182,,,,,,0
2232,2232,Rainbow @ Smoke Ranch (S),,36.202831,-115.2424,,,,,,0
2233,2233,Rainbow @ Snake River (S),,36.257915,-115.242459,,,,,,0
2234,2234,Rainbow @ Spring Mountain (N),,36.126945,-115.24282,,,,,,0
2235,2235,Rainbow @ Spring Mountain (S),,36.124646,-115.243152,,,,,,0
2236,2236,Rainbow @ Spring Valley (N),,36.111712,-115.242809,,,,,,0
2237,2237,Rainbow @ Spring Valley S. (S),,36.102657,-115.243228,,,,,,0
2239,2239,Rainbow @ Spring Valley N. (S),,36.10998,-115.243163,,,,,,0
2241,2241,Rainbow @ Eldora (S),,36.140145,-115.243101,,,,,,0
2242,2242,Rainbow @ Welcome (S),,36.253851,-115.242395,,,,,,0
2245,2245,Rainbow @ Tropicana (S),,36.098852,-115.243239,,,,,,0
2247,2247,Rainbow @ Twain (N),,36.122504,-115.242812,,,,,,0
2249,2249,Rainbow @ Twain (S),,36.121377,-115.243149,,,,,,0
2250,2250,Rainbow @ Vegas (N),,36.190143,-115.242172,,,,,,0
2251,2251,Rainbow @ Vegas (S),,36.187962,-115.242414,,,,,,0
2252,2252,Rainbow @ Washington (N),,36.181579,-115.242153,,,,,,0
2253,2253,Rainbow @ Washington (S),,36.180135,-115.242479,,,,,,0
2254,2254,Rainbow @ Westcliff (S),,36.173039,-115.244581,,,,,,0
2255,2255,Rainbow @ Westcliff (N),,36.172729,-115.244193,,,,,,0
2256,2256,Rainbow @ White Sands (S),,36.169996,-115.244534,,,,,,0
2257,2257,Rainbow @ Wild Bob (N),,36.23688,-115.242146,,,,,,0
2258,2258,Rainbow @ Wild Bob (S),,36.23578,-115.242393,,,,,,0
2259,2259,Rainbow @ Willow Lake (S),,36.221195,-115.242405,,,,,,0
2260,2260,Rainbow @ Willow Wood (S),,36.224785,-115.242414,,,,,,0
2261,2261,Rainbow @ Yorktown (N),,36.207435,-115.242183,,,,,,0
2262,2262,Rainbow @ Yorktown (S),,36.20647,-115.242386,,,,,,0
2263,2263,Rampart @ Cheyenne (S),,36.21826,-115.27895,,,,,,0
2264,2264,Rampart @ Del Webb (S),,36.20975,-115.2791,,,,,,0
2265,2265,Rampart @ Lake Mead (N),,36.200609,-115.281369,,,,,,0
2268,2268,Rampart @ Scholar (N),,36.197078,-115.284659,,,,,,0
2270,2270,Rancho @ Airport (N),,36.207394,-115.203029,,,,,,0
2272,2272,Jimmy Durante @ Tropicana (N),,36.101159,-115.039509,,,,,,0
2273,2273,Rancho @ Alta (S),,36.165616,-115.172828,,,,,,0
2275,2275,Rancho @ Bonanza (S),,36.177,-115.175764,,,,,,0
2278,2278,Rancho @ Carey (N),,36.203424,-115.199337,,,,,,0
2279,2279,Rancho @ Charleston (N),,36.159608,-115.172637,,,,,,0
2281,2281,Rancho @ Cheyenne (N),,36.217601,-115.212344,,,,,,0
2282,2282,Rancho @ Cheyenne (S),,36.216615,-115.211824,,,,,,0
2283,2283,Rancho @ Coran (N),,36.196862,-115.193375,,,,,,0
2284,2284,Rancho @ Coran (S),,36.195309,-115.192419,,,,,,0
2285,2285,Rancho @ Craig (N),,36.240762,-115.233475,,,,,,0
2286,2286,Rancho @ Craig (S),,36.238941,-115.232181,,,,,,0
2288,2288,Rancho @ Decatur (N),,36.213842,-115.208882,,,,,,0
2290,2290,Rancho @ Decatur (N),,36.210576,-115.205906,,,,,,0
2291,2291,Rancho @ Decatur (S),,36.208455,-115.20442,,,,,,0
2292,2292,Rancho @ Duncan (N),,36.22782,-115.221666,,,,,,0
2293,2293,Rancho @ Duncan (S),,36.227007,-115.221301,,,,,,0
2296,2296,Rancho @ Ernest May (N),,36.180012,-115.178094,,,,,,0
2297,2297,Rancho @ Ernest May (S),,36.17893,-115.177528,,,,,,0
2298,2298,Rancho @ Gowan (N),,36.225301,-115.219295,,,,,,0
2299,2299,Rancho @ Gowan (S),,36.224044,-115.218638,,,,,,0
2300,2300,Rancho @ Holly (N),,36.191622,-115.188661,,,,,,0
2301,2301,Rancho @ Jay (N),,36.2218,-115.216184,,,,,,0
2302,2302,Rancho @ Jones (N),,36.233472,-115.226801,,,,,,0
2303,2303,Rancho @ Lake Mead (N),,36.200648,-115.19685,,,,,,0
2304,2304,Rancho @ Lake Mead (S),,36.199411,-115.19621,,,,,,0
2306,2306,Rancho @ Lone Mountain (S),,36.247256,-115.239814,,,,,,0
2308,2308,Rancho @ Melody (S),,36.1928,-115.190139,,,,,,0
2309,2309,Rancho @ Mesquite (N),,36.173807,-115.173087,,,,,,0
2310,2310,Rancho @ Mesquite (S),,36.173026,-115.173199,,,,,,0
2311,2311,Rancho @ Michael (S),,36.221167,-115.215977,,,,,,0
2312,2312,Rancho @ Airport (S),,36.206175,-115.202353,,,,,,0
2316,2316,Rancho @ Red Coach (S),,36.24264,-115.235562,,,,,,0
2317,2317,Rancho @ Palomino (N),,36.163247,-115.172536,,,,,,0
2318,2318,Rancho @ Palomino (S),,36.162024,-115.172876,,,,,,0
2319,2319,Rancho @ Park Way (N),,36.168527,-115.17243,,,,,,0
2320,2320,Rancho @ Pinto (N),,36.16485,-115.17247,,,,,,0
2321,2321,Rancho @ 4233 N. Rancho (S),,36.23682,-115.230254,,,,,,0
2322,2322,Rancho @ Rancho Bel Air (S),,36.170751,-115.172736,,,,,,0
2324,2324,Rancho @ Redondo (N),,36.17173,-115.172537,,,,,,0
2325,2325,Rancho @ Riverside (S),,36.18496,-115.182897,,,,,,0
2327,2327,Rancho @ Rainbow (S),,36.250296,-115.242525,,,,,,0
2328,2328,Rancho @ Smoke Ranch (S),,36.20207,-115.198596,,,,,,0
2330,2330,Rancho @ Vegas (N),,36.188831,-115.186107,,,,,,0
2331,2331,Rancho @ Vegas (S),,36.188198,-115.185889,,,,,,0
